index,text,cleaned_text,sentiment
10596,RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016,rt @ kimguilfoyle : two great debate ! favorite ? let know thought # gopdebates # roadto2016,positive
10597,"Interesting stuff: Pundits/analysts say FOX asked good questions, caller just now on talk radio said he ""lost respect"" for FOX. #GOPDebate","interesting stuff : pundits/analysts say fox asked good question , caller talk radio said `` lost respect '' fox . # gopdebate",positive
10598,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…","rt @ rwsurfergirl : think cruz trump need band together expose set job , get rid bush rubio , 🇺🇸 # gopdebate # g…",negative
10599,"The #GOPDebate ratings were huge, which appeared to hurt broadcast: http://t.co/DRn2BHOhII","# gopdebate rating huge , appeared hurt broadcast : http : //t.co/drn2bhohii",negative
10600,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,rt @ rwsurfergirl : anyone else want punch chris wallace face ? # gopdebate # gopdebates 🇺🇸,positive
10601,Imagine if @SenWarren could bitch slap these motherfuckers? Oh to dream the impossible dream #GOPDebates @billmaher,imagine @ senwarren could bitch slap motherfucker ? oh dream impossible dream # gopdebates @ billmaher,negative
10602,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,rt @ rwsurfergirl : n't chris wallace ask politicans finance money come ? 🇺🇸 # gopdebate …,positive
10603,*pimps* #gopdebates,* pimp * # gopdebates,positive
10604,To me it looked like Jeb doing Ferrell doing W. #GOPDebate,looked like jeb ferrell w. # gopdebate,positive
10605,"RT @MoustacheClubUS: c'mon, megyn, let's get to the issues: jade helm, fluoride, ""trayvon riots,"" fema camps, freemasonry, the trilateral c…","rt @ moustacheclubus : c'mon , megyn , let 's get issue : jade helm , fluoride , `` trayvon riot , '' fema camp , freemasonry , trilateral c…",negative
10606,"I'm Not 1 Of Those Conservatives Who Supports RINOS Like Bush, Huckabee, Rubio &amp; Santorum 😑
#GOPDebate","'m 1 conservative support rinos like bush , huckabee , rubio & amp ; santorum 😑 # gopdebate",positive
10607,I've never seen a #GOPDebate as entertaining as last night's was,'ve never seen # gopdebate entertaining last night 's,negative
10608,"RT @monaeltahawy: Carson, Carson, Carson: dammit man! Say the words racism and white supremacy to that audience! #BlackLiveMatter #GOPDebat…","rt @ monaeltahawy : carson , carson , carson : dammit man ! say word racism white supremacy audience ! # blacklivematter # gopdebat…",negative
10609,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates","rt @ lrihendry : # tedcruz president , always tell truth , said would . # gopdebates",positive
10610,"RT @keatingthomas: Trump just said the political system is broken because you can buy politicians, and then explained exactly how many he's…","rt @ keatingthomas : trump said political system broken buy politician , explained exactly many he's…",negative
10611,"RT @joegarofoli: The party of business? Word ""technology"" not mentioned once at #GOPDebate http://t.co/gQtdMHvn21 via @sfchronicle http://t…",rt @ joegarofoli : party business ? word `` technology '' mentioned # gopdebate http : //t.co/gqtdmhvn21 via @ sfchronicle http : //t…,positive
10612,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : american people pick next president united state fox news 🇺🇸 # gopdebate # gopdebates,positive
10613,RT @NathanHaynes24: @FoxNews  after last night's #GOPDebate  @RealBenCarson @GovMikeHuckabee  have emerged as my top two,rt @ nathanhaynes24 : @ foxnews last night 's # gopdebate @ realbencarson @ govmikehuckabee emerged top two,positive
10614,"Oh, one more thing. Did anyone hear anything about affordable child care for working families last night in the #GOPDebate ? I didn't.","oh , one thing . anyone hear anything affordable child care working family last night # gopdebate ? n't .",positive
10615,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…","rt @ larryelder : trump said , `` megyn , ask nine candidate , plan support win nomination . '' # gopdebat…",positive
10616,I think Donald is Hillary's biggest paid friend. #gopdebate @LessGovMoreFun,think donald hillary 's biggest paid friend . # gopdebate @ lessgovmorefun,positive
10617,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…","rt @ rwsurfergirl : think cruz trump need band together expose set job , get rid bush rubio , 🇺🇸 # gopdebate # g…",negative
10618,The run around is this debate is astonishing. #GOPDebates why is @FoxNews doing this?,run around debate astonishing . # gopdebates @ foxnews ?,positive
10619,RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates,rt @ supermanhotmale : donald trump : never gone bankrupt ... really donald ? really donald ? fucking liar ... # gopdebates,negative
10620,"""Stay tuned for closing statements, final thoughts, and God."" And then I turned off the TV, I'm good. #GOPDebates","`` stay tuned closing statement , final thought , god . '' turned tv , 'm good . # gopdebates",positive
10621,#GOPDebate what a bunch of uncivil human beings spewing vile with lack of respect for each other. And we want one of them to be our leader?,# gopdebate bunch uncivil human being spewing vile lack respect . want one leader ?,negative
10622,"@texasdivepro I see you missed the point, I know how comprehension is a problem for you types! https://t.co/BYv2IiFmPr @FoxNews #GOPDebate","@ texasdivepro see missed point , know comprehension problem type ! http : //t.co/byv2iifmpr @ foxnews # gopdebate",negative
10623,@FoxNews @CarlyFiorina won these debates hands down. Let's talked about her. #GOPDebate,@ foxnews @ carlyfiorina debate hand . let 's talked . # gopdebate,positive
10624,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,rt @ rwsurfergirl : fox cherry picking candidate . jeb get softball question . 🇺🇸 # gopdebates # gopdebates,positive
10625,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,rt @ rwsurfergirl : fox cherry picking candidate . jeb get softball question . 🇺🇸 # gopdebates # gopdebates,positive
10626,RT @marmstead: Catch that? #BlackLivesMatter question. No mention in #scottwalker's response. Commercial break: #StraightOuttaCompton. #GOP…,rt @ marmstead : catch ? # blacklivesmatter question . mention # scottwalker 's response . commercial break : # straightouttacompton . # gop…,positive
10627,Cracking up at @theskimm summary of the #GOPDebate http://t.co/909US3fVLi,cracking @ theskimm summary # gopdebate http : //t.co/909us3fvli,positive
10628,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,rt @ rwsurfergirl : fox news obviously trying influence makeup republican field . 🇺🇸 # gopdebate # gopdebates,positive
10629,@ChrisChristie Why did you lie about your US Attorney Start/Appointment date during #GOPDebate? Too easy to fact check..,@ chrischristie lie u attorney start/appointment date # gopdebate ? easy fact check ..,positive
10630,".@megynkelly, @realDonaldTrump insults everyone, so is it misogyny? Didn't #RosieODonnell throw the first punch in their feud? #GOPDebate",". @ megynkelly , @ realdonaldtrump insult everyone , misogyny ? n't # rosieodonnell throw first punch feud ? # gopdebate",negative
10631,RT @emmaladyrose: Here's why it was so frustrating to watch the #GOPDebate as a woman http://t.co/xXcH8PXagF,rt @ emmaladyrose : 's frustrating watch # gopdebate woman http : //t.co/xxch8pxagf,negative
10632,"RT @joeltena: #GOPDebate #RealLifeInTheUSA RT @JuanG_Arango: When white people say ""Homeland"" ... I get REALLY scared.",rt @ joeltena : # gopdebate # reallifeintheusa rt @ juang_arango : white people say `` homeland '' ... get really scared .,negative
10633,RT @DabneyPorte: Ohhhh #BenCarson. Your honesty and beautiful soul make us love you #gopdebate,rt @ dabneyporte : ohhhh # bencarson . honesty beautiful soul make u love # gopdebate,positive
10634,Looking at @Wonkette's liveblog from the #GOPdebate I'm proud of my livetweeting. My play by play was on par with... http://t.co/SPZ56HeTpG,looking @ wonkette 's liveblog # gopdebate 'm proud livetweeting . play play par ... http : //t.co/spz56hetpg,positive
10635,@MarkGillar @UpInTheHills Night before she gave platform to an illegal VARGAS 2 voice his views. #megynKellysucks #GOPDebates #conservatives,@ markgillar @ upinthehills night gave platform illegal vargas 2 voice view . # megynkellysucks # gopdebates # conservative,negative
10636,"Kept wondering where The Donald left his pinky ring and gold chains were, what with his used car salesman gesturing/talk. #GOPDebate","kept wondering donald left pinky ring gold chain , used car salesman gesturing/talk . # gopdebate",positive
10637,RT @CaseyHarper33: Rubio: God has blessed Republicans with plenty of great candidates but didn't give the Democrats a single one #GOPDebate,rt @ caseyharper33 : rubio : god blessed republican plenty great candidate n't give democrat single one # gopdebate,positive
10638,Yup. This happened....#GOP #GOPDebate #Republican #teaparty #Conservative http://t.co/lSgAIGj6kR,yup . happened .... # gop # gopdebate # republican # teaparty # conservative http : //t.co/lsgaigj6kr,positive
10639,Paul is the devil.... #GOPDebates I'm scared if he wins.,paul devil .... # gopdebates 'm scared win .,negative
10640,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…","rt @ rwsurfergirl : think cruz trump need band together expose set job , get rid bush rubio , 🇺🇸 # gopdebate # g…",negative
10641,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates","rt @ rwsurfergirl : thanks fox news , 're raising @ realdonaldtrump 's rating . 🇺🇸 # gopdebate # gopdebates",positive
10642,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,rt @ rwsurfergirl : anyone else want punch chris wallace face ? # gopdebate # gopdebates 🇺🇸,positive
10643,RT @PARISDENNARD: 3 hours of #GOPDebates is enough for one night and I love politics…,rt @ parisdennard : 3 hour # gopdebates enough one night love politics…,positive
10644,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : jeb bush reminds elevator music . hear n't listen . 🇺🇸 # gopdebate # gopdebates,positive
10645,#GOP2016debate #GOPDebate #GOPDebates #Trump2016 #Trump2016 Trump has the GOP scared.  They don't control him.  He talks about needed issues,# gop2016debate # gopdebate # gopdebates # trump2016 # trump2016 trump gop scared . n't control . talk needed issue,negative
10646,RT @jordanadolph: same. seriously though. #GOPDebate  https://t.co/GEXpvd1vB0,rt @ jordanadolph : . seriously though . # gopdebate http : //t.co/gexpvd1vb0,negative
10647,"Great app for watching the debates, thanks Fox News. Please add an option to rate the moderators! #GOPdebates  @Foxnews","great app watching debate , thanks fox news . please add option rate moderator ! # gopdebates @ foxnews",positive
10648,RT @larryelder: Disappointed #DonaldTrump supporters should stop whining about the questions--and tell Trump next time to actually prepare.…,rt @ larryelder : disappointed # donaldtrump supporter stop whining question -- tell trump next time actually prepare.…,negative
10649,"RT @lamejess_: Dear GOP, say it with me, ""God is not relevant to politics. Religion has no place in gov't."" Thx so much that wasn't hard wa…","rt @ lamejess_ : dear gop , say , `` god relevant politics . religion place gov't . '' thx much n't hard wa…",positive
10650,This debate reminds me how much I'm gonna miss #JonStewart #GOPDebates #GOPDebate #TheDailyShow @jonstewartbooks,debate reminds much 'm gon na miss # jonstewart # gopdebates # gopdebate # thedailyshow @ jonstewartbooks,negative
10651,"RT @CJSullivan_: I hope in the next #GOPDebate, they get around to how to stop ISIS from terrorizing our movie theaters and black churches.","rt @ cjsullivan_ : hope next # gopdebate , get around stop isi terrorizing movie theater black church .",negative
10652,Does Trump not realize he's a complete joke or?? I feel as though he would have caught onto that by now #GOPDebate,trump realize 's complete joke ? ? feel though would caught onto # gopdebate,positive
10653,"“@AmyMek: Status 👉 Single 

I broke up with @FoxNews last night!   Goodbye @megynkelly &amp; Chris Wallace.

#GOPDebate http://t.co/YeoE8fZe8A”",“ @ amymek : status 👉 single broke @ foxnews last night ! goodbye @ megynkelly & amp ; chris wallace . # gopdebate http : //t.co/yeoe8fze8a ”,negative
10654,RT @seanhannity: .@tedcruz: “I think the real divide is whether we’re going to have Republicans that actually do what we said we would do.”…,rt @ seanhannity : . @ tedcruz : “ think real divide whether ’ going republican actually said would do. ” …,positive
